Carrier Code,Dep City Code,Dep City Name,Arr City Code,Arr City Name,General Aircraft Code,General Aircraft Name,Specific Aircraft Code,Specific Aircraft Name,Seats,Stopping City,GCD (km),Frequency,Seats (Total),Time series
"TR","SIN","Singapore","COK","Kochi (IN)","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3199","14","2520","2019-07-01"
"TR","SIN","Singapore","COK","Kochi (IN)","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3199","12","2160","2019-10-01"
"TR","SIN","Singapore","CRK","Angeles/Mabalacat","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","2380","22","3168","2019-03-01"
"TR","SIN","Singapore","CRK","Angeles/Mabalacat","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","2380","16","2304","2019-06-01"
"TR","SIN","Singapore","CRK","Angeles/Mabalacat","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2380","9","1620","2019-03-01"
"TR","SIN","Singapore","CRK","Angeles/Mabalacat","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2380","17","3060","2019-06-01"
"TR","SIN","Singapore","CRK","Angeles/Mabalacat","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2380","28","5040","2019-09-01"
"TR","LKO","Lucknow","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3747","13","2340","2019-03-01"
"TR","LKO","Lucknow","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3747","17","3060","2019-06-01"
"TR","MAA","Chennai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2923","24","4320","2019-02-01"
"TR","MAA","Chennai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2923","3","540","2019-05-01"
"TR","MAA","Chennai","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2923","13","2340","2019-08-01"
"TR","MAA","Chennai","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","2923","22","7370","2019-07-01"
"TR","MAA","Chennai","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","2923","22","7370","2019-10-01"
"TR","MAA","Chennai","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","2923","1","375","2019-05-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","6029","7","2303","2019-11-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","6029","9","3015","2019-05-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","6029","21","7035","2019-08-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","6029","4","1340","2019-11-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","6029","23","8625","2019-03-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","6029","26","9750","2019-06-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","6029","24","9000","2019-09-01"
"TR","MEL","Melbourne (AU)","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","6029","37","13875","2019-12-01"
"TR","MFM","Macau (MO) 00","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2531","35","6300","2019-02-01"
"TR","MFM","Macau (MO) 00","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2531","38","6840","2019-05-01"
"TR","MLE","Male","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3396","16","2880","2019-03-01"
"TR","MLE","Male","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3396","15","2700","2019-06-01"
"TR","MLE","Male","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3396","19","3420","2019-09-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","3719","10","3290","2019-10-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","3719","7","2345","2019-04-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","3719","5","1675","2019-07-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","3719","6","2010","2019-10-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","3719","20","7500","2019-02-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","3719","3","1125","2019-05-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","3719","22","8250","2019-08-01"
"TR","NKG","Nanjing","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","3719","6","2250","2019-11-01"
"TR","NNG","Nanning","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2404","16","2880","2019-02-01"
"TR","NNG","Nanning","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2404","18","3240","2019-05-01"
"TR","OOL","Gold Coast","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","6207","1","329","2019-07-01"
"TR","OOL","Gold Coast","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","6207","7","2345","2019-01-01"
"TR","OOL","Gold Coast","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","6207","22","7370","2019-04-01"
"TR","OOL","Gold Coast","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","6207","16","5360","2019-07-01"
"TR","OOL","Gold Coast","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","6207","7","2625","2019-02-01"
"TR","OOL","Gold Coast","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","6207","2","750","2019-05-01"
"TR","OSA","Osaka","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","4899","18","5922","2019-03-01"
"TR","PER","Perth","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","3907","19","6251","2019-01-01"
"TR","PER","Perth","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","3907","6","1974","2019-04-01"
"TR","PER","Perth","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","3907","1","329","2019-07-01"
"TR","PER","Perth","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","3907","4","1316","2019-10-01"
"TR","PER","Perth","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","3907","9","3015","2019-01-01"
"TR","PER","Perth","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","3907","14","4690","2019-04-01"
"TR","PER","Perth","SIN","Singapore","787","Boeing 787","789","Boeing 787-9","375","0","3907","7","2625","2019-02-01"
"TR","PKU","Pekanbaru","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","299","18","3240","2019-03-01"
"TR","PKU","Pekanbaru","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","299","17","3060","2019-06-01"
"TR","PKU","Pekanbaru","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","299","15","2700","2019-09-01"
"TR","SGN","Ho Chi Minh City","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","1091","93","16740","2019-03-01"
"TR","SGN","Ho Chi Minh City","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","1091","90","16200","2019-06-01"
"TR","SGN","Ho Chi Minh City","SIN","Singapore","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","1091","88","15840","2019-09-01"
"TR","SHE","Shenyang","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","329","0","4883","2","658","2019-10-01"
"TR","SHE","Shenyang","SIN","Singapore","787","Boeing 787","788","Boeing 787-8","335","0","4883","14","4690","2019-04-01"
"TR","SIN","Singapore","HAK","Haikou","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2181","22","3960","2019-08-01"
"TR","SIN","Singapore","HAK","Haikou","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2181","17","3060","2019-11-01"
"TR","SIN","Singapore","HAN","Hanoi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2216","27","4860","2019-03-01"
"TR","SIN","Singapore","HDY","Hat Yai","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","735","41","7380","2019-05-01"
"TR","SIN","Singapore","HDY","Hat Yai","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","735","42","7560","2019-08-01"
"TR","SIN","Singapore","HDY","Hat Yai","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","735","47","8460","2019-11-01"
"TR","SIN","Singapore","HGH","Hangzhou","787","Boeing 787","788","Boeing 787-8","335","0","3647","5","1675","2019-12-01"
"TR","SIN","Singapore","HGH","Hangzhou","787","Boeing 787","789","Boeing 787-9","375","0","3647","15","5625","2019-10-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","32N","Airbus A320neo","186","0","2562","38","7068","2019-10-01"
"TR","SIN","Singapore","HKT","Phuket","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","978","68","12240","2019-01-01"
"TR","SIN","Singapore","HRB","Harbin","787","Boeing 787","788","Boeing 787-8","335","0","5378","11","3685","2019-07-01"
"TR","SIN","Singapore","HRB","Harbin","787","Boeing 787","789","Boeing 787-9","375","0","5378","1","375","2019-08-01"
"TR","SIN","Singapore","HRB","Harbin","787","Boeing 787","789","Boeing 787-9","375","0","5378","1","375","2019-11-01"
"TR","SIN","Singapore","HYD","Hyderabad","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3302","28","5040","2019-03-01"
"TR","SIN","Singapore","IPH","Ipoh","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","480","54","9720","2019-03-01"
"TR","SIN","Singapore","IPH","Ipoh","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","480","52","9360","2019-06-01"
"TR","SIN","Singapore","IPH","Ipoh","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","480","65","11700","2019-09-01"
"TR","SIN","Singapore","IPH","Ipoh","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","480","62","11160","2019-12-01"
"TR","SIN","Singapore","JED","Jeddah","787","Boeing 787","788","Boeing 787-8","329","0","7355","7","2303","2019-10-01"
"TR","SIN","Singapore","JED","Jeddah","787","Boeing 787","788","Boeing 787-8","335","0","7355","2","670","2019-07-01"
"TR","SIN","Singapore","JED","Jeddah","787","Boeing 787","788","Boeing 787-8","335","0","7355","6","2010","2019-10-01"
"TR","SIN","Singapore","JED","Jeddah","787","Boeing 787","789","Boeing 787-9","375","0","7355","1","375","2019-02-01"
"TR","SIN","Singapore","JED","Jeddah","787","Boeing 787","789","Boeing 787-9","375","0","7355","8","3000","2019-11-01"
"TR","SIN","Singapore","JJN","Quanzhou","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3038","13","2340","2019-01-01"
"TR","SIN","Singapore","JKT","Jakarta","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","880","87","15660","2019-11-01"
"TR","SIN","Singapore","KBR","Kota Bharu","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","566","13","2340","2019-10-01"
"TR","SIN","Singapore","KBV","Krabi","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","930","4","576","2019-03-01"
"TR","SIN","Singapore","KBV","Krabi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","930","41","7380","2019-03-01"
"TR","SIN","Singapore","KBV","Krabi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","930","41","7380","2019-06-01"
"TR","SIN","Singapore","KBV","Krabi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","930","36","6480","2019-09-01"
"TR","SIN","Singapore","KBV","Krabi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","930","41","7380","2019-12-01"
"TR","SIN","Singapore","KHH","Kaohsiung","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2947","31","5580","2019-08-01"
"TR","SIN","Singapore","KHH","Kaohsiung","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2947","30","5400","2019-11-01"
"TR","SIN","Singapore","KHH","Kaohsiung","787","Boeing 787","789","Boeing 787-9","375","0","2947","1","375","2019-04-01"
"TR","SIN","Singapore","KHN","Nanchang","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3307","12","2160","2019-02-01"
"TR","SIN","Singapore","KHN","Nanchang","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3307","14","2520","2019-05-01"
"TR","SIN","Singapore","KHN","Nanchang","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3307","13","2340","2019-08-01"
"TR","SIN","Singapore","KHN","Nanchang","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3307","13","2340","2019-11-01"
"TR","SIN","Singapore","KMG","Kunming","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2641","20","3600","2019-07-01"
"TR","SIN","Singapore","KMG","Kunming","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2641","25","4500","2019-10-01"
"TR","SIN","Singapore","LGK","Langkawi","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","727","4","576","2019-05-01"
"TR","SIN","Singapore","LGK","Langkawi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","727","23","4140","2019-02-01"
"TR","SIN","Singapore","LGK","Langkawi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","727","23","4140","2019-05-01"
"TR","SIN","Singapore","LPQ","Luang Prabang","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2068","13","2340","2019-12-01"
"TR","SIN","Singapore","MAA","Chennai","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2923","9","1620","2019-01-01"
"TR","SIN","Singapore","MAA","Chennai","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2923","1","180","2019-04-01"
"TR","SIN","Singapore","MAA","Chennai","787","Boeing 787","788","Boeing 787-8","329","0","2923","1","329","2019-01-01"
"TR","SIN","Singapore","MAA","Chennai","787","Boeing 787","788","Boeing 787-8","329","0","2923","5","1645","2019-04-01"
"TR","SIN","Singapore","MAA","Chennai","787","Boeing 787","788","Boeing 787-8","329","0","2923","5","1645","2019-07-01"
"TR","SIN","Singapore","MAA","Chennai","787","Boeing 787","788","Boeing 787-8","329","0","2923","3","987","2019-10-01"
"TR","SIN","Singapore","MAA","Chennai","787","Boeing 787","788","Boeing 787-8","335","0","2923","18","6030","2019-01-01"
"TR","SIN","Singapore","MAA","Chennai","787","Boeing 787","788","Boeing 787-8","335","0","2923","24","8040","2019-04-01"
"SQ","MLE","Male","SIN","Singapore","330","Airbus A330","333","Airbus A330-300","285","0","3396","31","8835","2019-07-01"
"SQ","MNL","Manila","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","303","0","2374","31","9393","2019-10-01"
"SQ","MNL","Manila","SIN","Singapore","777","Boeing 777 Passenger","772","Boeing 777-200/200ER Passenger","266","0","2374","30","7980","2019-03-01"
"SQ","MNL","Manila","SIN","Singapore","777","Boeing 777 Passenger","772","Boeing 777-200/200ER Passenger","266","0","2374","2","532","2019-06-01"
"SQ","MNL","Manila","SIN","Singapore","777","Boeing 777 Passenger","773","Boeing 777-300 Passenger","284","0","2374","61","17324","2019-01-01"
"SQ","MNL","Manila","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","264","0","2374","1","264","2019-01-01"
"SQ","MNL","Manila","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","2374","31","10447","2019-07-01"
"SQ","MNL","Manila","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","2374","62","20894","2019-10-01"
"SQ","MOW","Moscow","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","253","0","8396","22","5566","2019-03-01"
"SQ","MOW","Moscow","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","253","0","8396","21","5313","2019-06-01"
"SQ","MOW","Moscow","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","253","0","8396","21","5313","2019-09-01"
"SQ","MOW","Moscow","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","253","0","8396","22","5566","2019-12-01"
"SQ","MUC","Munich","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","253","0","10052","31","7843","2019-01-01"
"SQ","NGO","Nagoya","SIN","Singapore","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","379","0","5037","2","758","2019-08-01"
"SQ","OSA","Osaka","SIN","Singapore","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","441","0","4899","30","13230","2019-01-01"
"SQ","OSA","Osaka","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","4899","62","20894","2019-08-01"
"SQ","OSA","Osaka","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","4899","60","20220","2019-11-01"
"SQ","PAR","Paris","SIN","Singapore","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","441","0","10720","1","441","2019-04-01"
"SQ","PAR","Paris","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","264","0","10720","9","2376","2019-03-01"
"SQ","PER","Perth","SIN","Singapore","330","Airbus A330","333","Airbus A330-300","285","0","3907","62","17670","2019-01-01"
"SQ","PER","Perth","SIN","Singapore","330","Airbus A330","333","Airbus A330-300","285","0","3907","60","17100","2019-04-01"
"SQ","PER","Perth","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","3907","31","10447","2019-01-01"
"SQ","PER","Perth","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","3907","30","10110","2019-04-01"
"SQ","PER","Perth","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","3907","31","10447","2019-07-01"
"SQ","PER","Perth","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","3907","62","20894","2019-10-01"
"SQ","RGN","Yangon","SIN","Singapore","777","Boeing 777 Passenger","772","Boeing 777-200/200ER Passenger","266","0","1930","12","3192","2019-04-01"
"SQ","RGN","Yangon","SIN","Singapore","777","Boeing 777 Passenger","772","Boeing 777-200/200ER Passenger","271","0","1930","13","3523","2019-05-01"
"SQ","SEA","Seattle","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","253","0","12974","18","4554","2019-10-01"
"SQ","SEL","Seoul","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","303","0","4625","31","9393","2019-03-01"
"SQ","SEL","Seoul","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","264","0","4625","31","8184","2019-01-01"
"SQ","SEL","Seoul","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","264","0","4625","30","7920","2019-04-01"
"SQ","SEL","Seoul","SIN","Singapore","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","264","0","4625","31","8184","2019-07-01"
"SQ","SEL","Seoul","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","4625","31","10447","2019-12-01"
"SQ","SFO","San Francisco","SIN","Singapore","350","Airbus A350","359","Airbus A350-900","161","0","13575","12","1932","2019-12-01"
"SQ","SGN","Ho Chi Minh City","SIN","Singapore","330","Airbus A330","333","Airbus A330-300","285","0","1091","45","12825","2019-03-01"
"SQ","SGN","Ho Chi Minh City","SIN","Singapore","330","Airbus A330","333","Airbus A330-300","285","0","1091","48","13680","2019-06-01"
"SQ","SGN","Ho Chi Minh City","SIN","Singapore","330","Airbus A330","333","Airbus A330-300","285","0","1091","33","9405","2019-09-01"
"SQ","SGN","Ho Chi Minh City","SIN","Singapore","777","Boeing 777 Passenger","772","Boeing 777-200/200ER Passenger","271","0","1091","20","5420","2019-08-01"
"SQ","SGN","Ho Chi Minh City","SIN","Singapore","777","Boeing 777 Passenger","772","Boeing 777-200/200ER Passenger","271","0","1091","22","5962","2019-11-01"
"SQ","SHA","Shanghai","SIN","Singapore","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","471","0","3803","31","14601","2019-08-01"
"SQ","SHA","Shanghai","SIN","Singapore","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","471","0","3803","30","14130","2019-11-01"
"SQ","SHA","Shanghai","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","3803","30","10110","2019-09-01"
"SQ","SHA","Shanghai","SIN","Singapore","787","Boeing 787","787","Boeing 787","337","0","3803","31","10447","2019-12-01"
"SQ","SIN","Singapore","ADL","Adelaide","350","Airbus A350","359","Airbus A350-900","303","0","5398","31","9393","2019-03-01"
"SQ","SIN","Singapore","ADL","Adelaide","350","Airbus A350","359","Airbus A350-900","303","0","5398","30","9090","2019-06-01"
"SQ","SIN","Singapore","ADL","Adelaide","350","Airbus A350","359","Airbus A350-900","303","0","5398","30","9090","2019-09-01"
"SQ","SIN","Singapore","AKL","Auckland","380","Airbus A380 Passenger","388","Airbus A380-800 Passenger","441","0","8404","28","12348","2019-02-01"
"SQ","SIN","Singapore","AKL","Auckland","777","Boeing 777 Passenger","77W","Boeing 777-300ER Passenger","264","0","8404","30","7920","2019-11-01"
"SQ","SIN","Singapore","AMD","Ahmedabad","330","Airbus A330","333","Airbus A330-300","285","0","4152","20","5700","2019-02-01"
"SQ","SIN","Singapore","AMS","Amsterdam","350","Airbus A350","359","Airbus A350-900","253","0","10509","31","7843","2019-01-01"
"SQ","SIN","Singapore","AMS","Amsterdam","350","Airbus A350","359","Airbus A350-900","253","0","10509","30","7590","2019-04-01"
"TR","SIN","Singapore","HGH","Hangzhou","787","Boeing 787","788","Boeing 787-8","329","0","3647","9","2961","2019-05-01"
"TR","SIN","Singapore","HGH","Hangzhou","787","Boeing 787","788","Boeing 787-8","329","0","3647","6","1974","2019-08-01"
"TR","SIN","Singapore","HGH","Hangzhou","787","Boeing 787","788","Boeing 787-8","335","0","3647","1","335","2019-02-01"
"TR","SIN","Singapore","HGH","Hangzhou","787","Boeing 787","788","Boeing 787-8","335","0","3647","2","670","2019-05-01"
"TR","SIN","Singapore","HGH","Hangzhou","787","Boeing 787","789","Boeing 787-9","375","0","3647","22","8250","2019-03-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","2562","13","1872","2019-01-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","2562","1","144","2019-07-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2562","64","11520","2019-01-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2562","29","5220","2019-04-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2562","35","6300","2019-07-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2562","22","3960","2019-10-01"
"TR","SIN","Singapore","HKG","Hong Kong","32S","Airbus A318/319/320/321","32N","Airbus A320neo","186","0","2562","60","11160","2019-03-01"
"TR","SIN","Singapore","HKT","Phuket","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","978","70","12600","2019-08-01"
"TR","SIN","Singapore","HKT","Phuket","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","978","91","16380","2019-11-01"
"TR","SIN","Singapore","HRB","Harbin","787","Boeing 787","788","Boeing 787-8","329","0","5378","13","4277","2019-03-01"
"TR","SIN","Singapore","HYD","Hyderabad","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3302","30","5400","2019-10-01"
"TR","SIN","Singapore","JJN","Quanzhou","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3038","6","1080","2019-08-01"
"TR","SIN","Singapore","JKT","Jakarta","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","880","8","1152","2019-01-01"
"TR","SIN","Singapore","JKT","Jakarta","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","880","4","576","2019-04-01"
"TR","SIN","Singapore","JKT","Jakarta","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","880","83","14940","2019-01-01"
"TR","SIN","Singapore","JKT","Jakarta","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","880","94","16920","2019-04-01"
"TR","SIN","Singapore","KCH","Kuching","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","705","6","864","2019-03-01"
"TR","SIN","Singapore","KCH","Kuching","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","705","21","3780","2019-03-01"
"TR","SIN","Singapore","KCH","Kuching","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","705","30","5400","2019-06-01"
"TR","SIN","Singapore","KCH","Kuching","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","705","29","5220","2019-09-01"
"TR","SIN","Singapore","KCH","Kuching","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","705","31","5580","2019-12-01"
"TR","SIN","Singapore","KLO","Kalibo","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","2329","5","720","2019-02-01"
"TR","SIN","Singapore","KLO","Kalibo","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2329","11","1980","2019-02-01"
"TR","SIN","Singapore","KUA","Kuantan","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","282","13","2340","2019-07-01"
"TR","SIN","Singapore","KUA","Kuantan","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","282","11","1980","2019-10-01"
"TR","SIN","Singapore","KUL","Kuala Lumpur","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","296","87","15660","2019-07-01"
"TR","SIN","Singapore","KUL","Kuala Lumpur","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","296","80","14400","2019-10-01"
"TR","SIN","Singapore","KUL","Kuala Lumpur","32S","Airbus A318/319/320/321","32N","Airbus A320neo","186","0","296","2","372","2019-06-01"
"TR","SIN","Singapore","KUL","Kuala Lumpur","32S","Airbus A318/319/320/321","32N","Airbus A320neo","186","0","296","4","744","2019-09-01"
"TR","SIN","Singapore","LGK","Langkawi","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","727","32","5760","2019-12-01"
"TR","SIN","Singapore","LPQ","Luang Prabang","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2068","13","2340","2019-05-01"
"TR","SIN","Singapore","MAA","Chennai","787","Boeing 787","788","Boeing 787-8","335","0","2923","21","7035","2019-11-01"
"TR","SIN","Singapore","MEL","Melbourne (AU)","787","Boeing 787","788","Boeing 787-8","335","0","6029","7","2345","2019-09-01"
"TR","SIN","Singapore","MEL","Melbourne (AU)","787","Boeing 787","788","Boeing 787-8","335","0","6029","8","2680","2019-12-01"
"TR","SIN","Singapore","MEL","Melbourne (AU)","787","Boeing 787","789","Boeing 787-9","375","0","6029","16","6000","2019-07-01"
"TR","SIN","Singapore","MEL","Melbourne (AU)","787","Boeing 787","789","Boeing 787-9","375","0","6029","19","7125","2019-10-01"
"TR","SIN","Singapore","MFM","Macau (MO) 00","32S","Airbus A318/319/320/321","319","Airbus A319","144","0","2531","7","1008","2019-01-01"
"TR","SIN","Singapore","MFM","Macau (MO) 00","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","2531","35","6300","2019-01-01"
"TR","SIN","Singapore","NGB","Ningbo","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3661","13","2340","2019-07-01"
"TR","SIN","Singapore","NGB","Ningbo","32S","Airbus A318/319/320/321","320","Airbus A320","180","0","3661","14","2520","2019-10-01"
